episode,reward
10,10.499593971434066
20,9.350112493540571
30,8.601685542110603
40,10.08515685868077
50,9.524469962709885
60,9.209922874771227
80,8.679402347341382
90,8.652692287176198
100,10.000108397538545
110,8.696688009286005
120,10.100881592632826
130,11.20271353807485
140,10.9586299583241
150,10.224972150075127
160,10.069224154309417
170,8.384576089143813
180,9.965482498452259
190,9.895329934455116
200,10.597324220954068
210,9.946033692648363
220,10.0892663177218
230,9.526038888638208
240,9.387694431867896
250,10.802314150684046
260,8.481413695723685
270,10.523548310862434
280,9.526948989200683
290,9.260845578524235
300,9.424224478662483
310,9.901806278067834
320,10.47542031771018
330,9.518589034031013
340,10.204321167299382
350,10.790790295083609
360,9.818646158370948
370,9.101271560876887
380,10.248742932238546
390,9.352759914563425
400,10.296389725354597
410,9.848474042037454
420,10.405001250737424
430,10.579935063320756
440,9.89257531987355
450,10.52705771451477
460,9.907036184747229
470,10.480157067790634
480,9.538197173165297
490,10.33387741668466
500,9.404911987812838
510,10.016480661284428
520,8.868880455628167
530,9.673803194164789
540,9.769733645136567
550,9.253617956631778
560,9.787527354942512
570,10.242810548638701
580,10.747071164023872
590,10.213047387312908
600,10.65753993697179
610,9.436190674140237
620,9.882808043937741
630,9.902252860785493
640,9.707196371709005
650,8.162051053420075
660,8.694714950229022
670,9.943695922873523
680,9.940078529771814
690,10.053890176066432
700,9.671685486529974
710,8.715145229044275
720,9.054588355054756
730,9.83797086690771
740,9.448083506792273
750,9.170509832355247
760,10.164678514199304
770,11.211994668687336
780,9.61342058121637
790,9.081615332293172
800,10.633015010571821
810,9.664069729422263
820,9.218971228406762
830,9.574756890238117
840,10.027547805802175
850,9.832677944263473
860,10.212519203168394
870,11.350913992498448
880,9.515980076073136
890,9.228325840892643
900,9.913867606445697
910,9.159455900401078
920,9.985769744256043
930,8.844196696126088
940,9.199552024651943
950,9.43553772744036
960,10.364248225903259
970,9.892507139616432
980,9.368306734307128
990,9.545332438455358
1000,9.819998495654684
1010,10.293778379640655
1030,9.732763698070944
1040,9.627469924425032
1050,10.545161351032707
1060,10.274703932238
1070,9.14628149646311
1080,8.914764533726904
1090,9.056648511488232
1100,9.943181903733658
1110,9.095336470121996
1120,9.684026676119567
1130,9.633810079254445
1140,9.776187494371639
1150,10.344782955840557
1160,10.136342358723642
1170,9.931630396650549
1180,10.635400740756543
1190,9.956109290026111
1200,9.813436066505492
1210,10.14599069010855
1220,10.551528624043396
1230,9.332251613819881
1240,8.987763922761944
1250,9.80793148159461
1260,9.891337386076613
1270,10.11792601093367
1280,9.435816704679288
1290,9.6362322143397
1300,9.490308808842796
1310,10.25531753552743
1320,10.186549889768205
1330,11.213675183985204
1340,10.612238789425016
1350,10.107024370989011
1360,10.386332829157928
1370,9.930491493196769
1380,9.83327223281263
1390,9.88831976652163
1400,9.855050362357758
1410,10.341537634999494
1420,9.44761901425992
1430,9.425775163033276
1440,9.770074519030178
1450,10.240919681967704
1460,10.43118095568115
1470,9.33335938137665
1480,10.891167084465947
1490,10.08138331950196
1500,9.76111815254599
1510,11.10255994808247
1520,9.374412037185678
1530,10.403930273597336
1540,11.171731497254163
1550,9.685648346351806
1560,10.728543144543838
1570,8.672439705583937
1580,9.162876566473862
1590,9.757548256916992
1600,9.400589082463625
1610,9.829425326764957
1620,10.381846667749931
1630,10.107969932325386
1640,10.119275513669221
1650,10.27583452917952
1660,11.10931774644169
1670,9.780360708976598
1680,10.169513348290005
1690,9.646409612527744
1700,10.473240382222341
1710,10.311911334786592
1720,10.476473341917771
1730,9.944777119816653
1740,10.940823840009804
1750,10.727738192854595
1760,9.884764645736784
1770,10.79717889617263
1780,9.950260158289273
1790,10.489994381567403
1800,9.800757517781001
1810,10.697779933895363
1820,10.435284115578424
1830,9.905212840550597
1840,10.768609693871197
1850,9.27641967517296
1860,9.46495559294085
1870,9.77962302343122
1880,9.584174029753925
1890,9.30124059417648
1900,9.695803471147208
1910,9.891487744475079
1920,10.631218532373618
1930,8.944921112652406
1940,9.579239386050709
1950,9.693766776622976
1960,9.311628086360058
1970,9.396567221024542
1980,9.245119871185123
1990,10.15064506766501
2000,9.127529298748382
2010,9.931409185178376
2020,9.335577904787376
2030,9.114907448390976
2040,9.300046173936384
2050,9.22555542337631
2060,10.513472703728043
2070,8.703485688063402
2080,10.156189676684349
2090,10.390440621037841
2100,9.077280184787856
2110,9.288648306664943
2120,9.901843219502908
2130,10.043829605341484
2140,10.244265702396588
2150,8.363811688459307
2160,10.117140921615011
2170,10.718332300320355
2180,10.954219040532077
