episode,reward
10,10.612073529516628
20,10.508334574365056
30,9.685393136744947
50,10.16453389435479
60,10.464561182077981
70,11.223713719337225
80,9.163310840398527
90,10.776962802373966
100,9.782948504060844
110,9.947285797211205
120,9.939870799347528
130,10.239592463605863
140,10.040120357209892
150,9.529720246633218
160,10.996580244208047
170,9.614826337257075
180,10.989816982134844
190,10.695886429648146
200,10.084041680989724
210,10.149262396639221
220,9.492677760632647
230,9.979391490463263
240,10.109600443454973
250,9.045974595390044
260,11.04591255287719
270,9.213821321222728
280,9.722002299805968
290,9.845000448995085
300,9.164537618230298
310,9.91130900726379
320,9.764696258327596
330,9.9008175991266
340,9.633735335385916
350,9.512623055297109
360,11.100665023802616
370,10.314353817586973
380,9.384663159530419
390,10.705590029858415
400,10.604838190537976
410,10.393236820864477
420,10.768610921987595
430,10.296269026496281
440,9.34955711359266
450,10.577925399590267
460,10.287707519469636
470,8.983556474961686
480,10.172203662705789
490,10.89918609700057
500,9.12126125127899
510,9.764619204702912
520,9.907178686682165
530,9.631175747792279
540,9.803057654351248
550,10.790200023660315
560,8.846886498018797
570,10.881376554545588
580,9.20560157767553
590,8.927168140638354
600,10.579717990300257
610,11.315942446826877
620,10.939337613710553
630,10.850713014344425
640,9.290895307791867
650,9.603312423580018
660,10.72700062894284
670,10.19160840233253
680,10.41722092307925
690,9.966698853982715
700,10.31360483907473
710,10.461684930265086
720,9.530931739821938
730,9.43450764479083
740,9.716268161980649
750,9.07487863738389
760,10.40974114102315
770,10.06750234143618
780,10.286237752836282
790,9.352323913195876
800,9.273301776168676
810,9.992053630951201
820,10.757578261369863
830,9.582771634621757
840,9.255797682819706
850,9.911231516581301
860,9.376913645101276
870,9.341693537568243
880,9.91887451860756
890,9.93648567296123
900,10.895959416221439
910,9.536457915521245
920,9.793245737576628
930,10.860707747896363
940,9.460491272697116
950,9.77491888468229
960,10.00448804213376
970,10.71430102944158
980,9.417264482441464
990,11.470000206900018
1000,9.920310677907032
1010,9.799272846709908
1020,9.192881855439467
1030,9.513287578365984
1040,10.377207408512321
1050,10.973671560980538
1060,9.741316015178807
1070,10.909212194852481
1080,9.895843446850328
1090,10.119263211145274
1100,9.612292287570623
1110,9.925849459424004
1120,10.192167385006893
1130,11.01354487548352
1140,10.554555869778135
1150,10.033235528082194
1160,10.238451837642302
1170,9.599620659129494
1180,10.172519799928814
1190,11.259243361671524
1200,10.861962659675562
1210,9.682427860650588
1220,9.956638104472296
1230,9.963746931367128
1240,9.22726249822433
1250,11.326995897612772
1260,10.085279601156206
1270,9.444694714538455
1280,10.183109953544301
1290,10.505570750797586
1300,9.944793660954026
1310,10.140819412769272
1320,9.131973896658671
1330,11.391045907719514
1340,10.878574951175878
1350,11.47155702747272
1360,10.064029762973579
1370,10.930182767575223
1380,10.206117026616528
1390,10.291408568987842
1400,9.39861765115755
1410,11.020791658093177
1420,9.281357172757925
1430,10.290047459563523
1440,10.088169054744608
1450,11.921551949204837
1460,11.083628320530389
1470,10.383820474267868
1480,11.320160661942447
1490,11.060711063894912
1500,10.077260529960421
1510,10.597896617419947
1520,10.516197772445675
1530,10.654900744860022
1540,11.136610100069229
1550,10.731382981108235
1560,8.662173294715645
1570,10.545270570895973
1580,10.67045136659172
1590,10.285033020185779
1600,9.698589611182827
1610,10.143694728723018
1620,10.645974030717744
1630,9.772780530932021
1640,9.976919359319083
1650,10.958146560280136
1660,9.789146260218763
1670,10.271985976136586
1680,10.509281352955725
1690,10.687920552401348
1700,9.612905878845062
1710,9.839368714277018
1720,10.17366556983158
1730,10.278226602440975
1740,9.950778512152826
1750,10.984496698408378
1760,9.940489403750027
1770,9.709424830579028
1780,10.06905349313684
1790,10.481166591455608
1800,10.686501459048989
1810,9.120474429190073
1820,11.782071495672511
1830,11.484886756150543
1840,10.418687230578946
1850,10.1748419743523
1860,11.129250661276945
1870,9.413259518091012
1880,10.922042594037976
1890,9.942862009417563
1900,9.983495363094303
1910,10.83354681674201
1920,10.840106024679823
1930,11.350419324037151
1940,10.377730303602705
1950,9.885816170827695
1960,10.793182235193163
1970,9.927341618192749
1980,10.123656985525454
1990,8.767360020515602
2000,10.703300369686348
2010,9.970841175751296
2020,9.467191723560704
2030,10.588666231113972
2040,10.38862899440726
2050,9.860190217168327
2060,11.149515788613034
2070,11.380291810036914
2080,11.195803058958438
2090,10.22890935299277
2100,10.327613934158029
2110,9.889426081412108
2120,11.028787847508697
2130,10.378467082721002
2140,10.122812248526483
2150,10.259086973344186
2160,9.138204175984892
2170,10.308383651678474
2180,10.341463314836048
2190,10.734388599579693
2200,11.21684364130429
2210,10.592926604142772
2220,10.403088755735169
2230,10.191334139318965
2240,11.86973695742163
2250,10.61414385417321
2260,11.084765232420228
2270,10.323971922300125
2280,9.85886479561977
2290,8.827380141277319
2300,10.998412585712614
2310,11.570471275426074
2320,10.7267203416906
2330,10.8580106661915
2340,10.24558520293377
2350,9.7742854534069
2360,9.217800495079873
2370,10.85920906789775
2380,9.691282410908276
2390,9.947187537296573
2400,9.829973997561497
2410,11.22016645501089
2420,10.529625748876843
2430,10.505845918379407
2440,9.624329133297062
2450,10.92554696068849
2460,8.801983241299856
2470,10.695391639097398
2480,11.508643115694078
2490,10.43604556322579
2500,10.467433224865589
2510,11.290240045161616
2520,10.329864158285044
2530,9.985818951586012
2540,9.740197461009046
2550,9.024859565333642
2560,9.368267486550861
2570,10.873310412810248
2580,9.29920456206399
2590,10.625314500031452
2600,10.092553289630027
2610,10.658698382481889
2620,11.226584918761523
2630,11.082462256399662
2640,11.594548083968446
2650,11.213919950699735
2660,10.7318991508726
2670,11.121144836935969
2680,9.454694022922848
2690,9.648206334982545
2700,10.970806449648816
2710,10.940602784975681
2720,10.554168047696919
2730,10.566915057134405
2740,9.656745120235103
2750,10.571007824148989
2760,10.19177899001806
2770,10.513312835280399
2780,10.10841310605351
2790,9.933396545772332
2800,10.98704168025757
2810,11.131326571110279
2820,11.065618899181873
2830,11.09638259491987
2840,10.773139776533696
2850,10.42257154783877
2860,10.456034523043588
2870,9.552286042374982
2880,10.395221562610491
2890,10.305583383017554
2900,10.801790268017598
2910,11.969901658513324
2920,9.823878955911791
2930,9.80961755185337
2940,10.338808666079194
2950,11.057198379826573
2960,10.494713972191498
2970,10.243548333301755
2980,11.111429237279902
2990,10.081601910746876
3000,9.37059303720066
3010,11.047196711871988
3020,10.689934440854447
3030,10.773028166511448
3040,9.411756681079657
3050,11.2692564607557
3060,11.524207799269098
3070,8.797690357448873
3080,9.928912340210793
3090,11.569926636392433
3100,9.858535133179487
3110,10.86417143840445
3120,11.161178639024202
3130,11.616228604947226
3140,10.880272282982546
3150,11.025964499503994
3160,10.6758242234735
3170,10.681672633562389
3180,10.902543315493807
3190,11.24747131740519
3200,11.057077316809021
3210,10.626016519813446
3220,11.184385796716876
3230,10.96613460144746
3240,12.206617625559842
3250,9.651145634714197
3260,10.357793357235138
3270,10.301783611577653
3280,11.166426198283622
3290,10.788459751933276
3300,10.500571713850208
3310,10.622525608707496
3320,10.946478873328989
3330,11.621837298376507
3340,10.341867702932738
3350,10.936911988042484
3360,10.872253450206664
3370,11.621560416463515
3380,11.359897889561847
3390,10.419974111389024
3400,10.821707785459168
3410,11.365009448102391
3420,11.504171007284222
3430,11.311726909034025
3440,12.548594322120215
3450,10.881786954464292
3460,11.443929607828169
3470,9.681036109354526
3480,9.878944758691294
3490,11.039515119690206
3500,11.23038622851907
3510,10.070889983062
3520,10.873110659767041
3530,11.515216293632037
3540,10.101043699608184
3550,10.766935557113495
3560,9.55253211287823
3570,10.316091321380094
3580,10.802478526682894
3590,11.645512587354903
3600,9.836955357745591
3610,11.317120748370955
3620,11.32548795898526
3630,11.833375229001858
3640,11.799346203168872
3650,11.093688840616878
3660,9.990140487725872
3670,11.661412219066753
3680,11.79914867394197
3690,10.321432802135604
3700,11.51115009263218
3710,11.289275772957701
3720,10.995006303436396
3730,12.266661084021212
3740,11.160400782200286
3750,10.626157790310513
3760,11.638500002523822
3770,10.813194524710541
3780,10.713521731572543
3790,11.257479516343254
3800,10.193442587881817
3810,12.432448408622886
3820,10.960685837314463
3830,12.075898693872157
3840,10.668259956640558
3850,11.53816197453817
3860,11.198181052468977
3870,12.694361855514115
3880,11.70644112998149
3890,11.778399306913087
3900,11.864911571158636
3910,10.371049679559118
3920,10.549755779778119
3930,11.334440886808661
3940,11.725373172570205
3950,10.890111553361063
3960,11.347200587949782
3970,11.495886647014755
3980,11.424777208762979
3990,11.467603005109059
4000,11.230069677824886
4010,10.038420840924697
4020,11.86004999143265
4030,10.924337270984124
4040,11.05329514567206
4050,10.88133314203446
4060,11.155607959399461
4070,12.316003353620204
4080,11.604469365930637
4090,10.67883402869541
4100,11.624743913480486
4110,11.45584256188729
4120,11.854791668183372
4130,12.175559083883803
4140,10.747310110941736
4150,11.755710044288431
4160,11.528163483609092
4170,12.330280228238154
4180,11.701168818465735
4190,10.95851425042428
4200,12.306197273744374
4210,12.032479294793808
4220,11.223892475428785
4230,11.523151133435633
4240,11.629229583976127
4250,11.580495312038972
4260,12.256679672311089
4270,11.187306000877365
4280,11.61359315611097
4290,11.695609579801388
4300,11.217916081394051
4310,11.039216584902693
4320,12.633637563924028
4330,11.69748141815119
4340,11.821229003438315
4350,12.429295705679731
4360,12.072309591251917
4370,11.603668969033388
4380,12.385129961442713
4390,12.536486810456193
4400,10.019517683189413
4410,11.882043925658003
4420,11.95552597934452
4430,12.223978359370793
4440,12.423023578126676
4450,12.05088291782476
4460,11.90681274558462
4470,10.38497406523829
4480,12.009986672633497
4490,11.309871641822777
4500,11.477016286187874
4510,11.197390950434452
4520,10.650232540645392
4530,12.267914103492672
4540,12.235549805085599
4550,12.503837201272207
4560,12.582813014865424
4570,12.216464908362374
4580,12.51243219258692
4590,12.075694768804267
4600,11.994734972059685
4610,11.525025432411544
4620,11.95011492259676
4630,11.65836456159128
4640,11.57320444923636
4650,11.687178420076451
4660,11.614512962071707
4670,11.496168956196001
4680,12.563393886749553
4690,11.928199614696913
4700,11.219923466852094
4710,12.01359097986168
4720,10.992315823171912
4730,11.949424285388165
4740,12.666523409670784
4750,11.617672491623777
4760,11.809925848124282
4770,11.35904196754111
4780,12.215432727579898
4790,12.817922846386217
4800,12.469874840005149
4810,11.876716809946963
4820,13.220877413148353
4830,12.761750843584762
4840,12.79839800096804
4850,12.087492915425893
4860,12.487487312846087
4870,12.736329522223334
4880,12.856034996311777
4890,12.990789675289186
4900,12.870724410770995
4910,12.136343613220356
4920,11.294268817448144
4930,12.0660623249426
4940,12.380122385546004
4950,12.680814839719817
4960,12.764165278014044
4970,12.371054464287843
4980,11.974135725258575
4990,11.580381109412386
5000,12.997230590020347
5010,13.16815149736478
5020,11.225700849480875
5030,13.521404697613391
5040,12.12554700878004
5050,12.854147075677947
5060,12.662801524797127
5070,12.62725475705494
5080,12.643967414146868
5090,12.603873609489046
5100,12.469148782825464
5110,13.227954325357656
5120,11.359001819176338
5130,12.458480748540753
5140,13.25892311973659
5150,13.526155014617716
5160,12.215485335633804
5170,12.639347195268702
5180,12.664150556253148
5190,12.68416713161582
5200,12.703833788577448
5210,13.333490815959484
5220,12.332414766515791
5230,13.06481923290277
5240,12.625603074652592
5250,12.876522620567904
5260,12.817762030584108
5270,13.056685629428221
5280,12.010299003813746
5290,12.87392938729015
5300,12.797067152247921
5310,12.99173036809508
5320,13.392882482932484
5330,13.438632194707152
5340,13.221679535229654
5350,11.887020102750963
5360,13.350935950116622
5370,12.462862062532324
5380,12.776227591870079
5390,12.99800411521815
5400,13.209706440038078
5410,13.086616438394886
5420,13.350935950116622
5430,12.697091212762043
5440,12.922832780714526
5450,13.40362498104382
5460,12.239066419444017
5470,13.136697955105344
5480,12.657114113443843
5490,13.355797733926963
5500,12.745205204127377
5510,13.27682061078889
5520,13.09842446935544
5530,12.605850631934944
5540,13.350935950116622
5550,12.427276115440245
5560,13.419643969042623
5570,13.118496920599656
5580,13.131474524836973
5590,13.350935950116622
5600,13.350935950116622
5610,12.68973367018752
5620,13.179679680740405
5630,12.86408586329327
5640,13.350935950116622
5650,13.350935950116622
5660,13.350935950116622
5670,13.350935950116622
5680,13.350935950116622
5690,13.350935950116622
5700,13.350935950116622
5710,13.350935950116622
5720,13.350935950116622
5730,13.350935950116622
5740,13.350935950116622
5750,13.350935950116622
5760,13.350935950116622
5770,13.350935950116622
5780,13.350935950116622
5790,13.350935950116622
5800,13.350935950116622
5810,13.350935950116622
5820,13.350935950116622
5830,13.350935950116622
5840,13.350935950116622
5850,13.350935950116622
5860,13.350935950116622
5870,13.350935950116622
5880,13.350935950116622
5890,13.350935950116622
5900,13.350935950116622
5910,13.350935950116622
5920,13.350935950116622
5930,13.350935950116622
5940,13.350935950116622
5950,13.350935950116622
5960,13.350935950116622
5970,13.350935950116622
5980,13.350935950116622
5990,13.350935950116622
6000,13.350935950116622
6010,13.350935950116622
6020,13.350935950116622
6030,13.350935950116622
6040,13.350935950116622
6050,13.350935950116622
6060,13.350935950116622
6070,13.350935950116622
6080,13.350935950116622
6090,13.350935950116622
6100,13.350935950116622
6110,13.350935950116622
6120,13.350935950116622
6130,13.350935950116622
6140,13.350935950116622
6150,13.350935950116622
6160,13.350935950116622
6170,13.350935950116622
6180,13.350935950116622
6190,13.350935950116622
6200,13.350935950116622
6210,13.350935950116622
6220,13.350935950116622
6230,13.350935950116622
6240,13.350935950116622
6250,13.350935950116622
6260,13.350935950116622
6270,13.350935950116622
6280,13.350935950116622
6290,13.350935950116622
6300,13.350935950116622
6310,13.350935950116622
6320,13.350935950116622
6330,13.350935950116622
6340,13.350935950116622
6350,13.350935950116622
6360,13.350935950116622
6370,13.350935950116622
